date,kod,name,price,city,first_name
2022-05-19,84116,Курс 5,30566,Томск,Петров
2022-01-15,59629,Курс 1,41440,Красноярск,Коченев
2021-07-25,19925,Курс 0,10237,Красноярск,Рутов
2021-03-05,14033,Курс 4,32267,Кемерово,Петров
2022-03-24,14033,Курс 4,32267,Кемерово,Петров
2021-08-13,69834,Курс 9,34841,Казань,Петров
2021-03-13,19925,Курс 0,10237,Красноярск,Коченев
2021-12-17,54192,Курс 6,43969,Красноярск,Сидорова
2021-07-15,14033,Курс 4,32267,Санкт-Петербург,Коченев
2022-04-13,63071,Курс 8,25760,Москва,Конюхов
2021-04-26,59629,Курс 1,41440,Кемерово,Коченев
2021-03-19,54192,Курс 6,43969,Омск,Коченев
2021-04-17,59511,Курс 3,32467,Санкт-Петербург,Коченев
2022-02-02,59511,Курс 3,32467,Кемерово,Рутов
2021-12-11,04801,Курс 7,22018,Омск,Коченев
2021-04-02,69834,Курс 9,34841,Омск,Коченев
2021-09-03,02904,Курс 2,46402,Томск,Конюхов
2022-03-03,59629,Курс 1,41440,Новосибирск,Сидорова
2022-06-21,59629,Курс 1,41440,Томск,Петров
2021-05-26,59629,Курс 1,41440,Красноярск,Сидорова
2022-06-09,63071,Курс 8,25760,Кемерово,Иванов
2022-02-25,19925,Курс 0,10237,Томск,Сидорова
2021-10-15,14033,Курс 4,32267,Кемерово,Сидорова
2021-12-07,19925,Курс 0,10237,Москва,Рутов
2021-09-10,69834,Курс 9,34841,Новосибирск,Коченев
2022-03-20,19925,Курс 0,10237,Москва,Сидорова
2021-05-29,54192,Курс 6,43969,Красноярск,Рутов
2022-05-31,19925,Курс 0,10237,Санкт-Петербург,Петров
2022-06-03,69834,Курс 9,34841,Санкт-Петербург,Иванов
2021-03-30,14033,Курс 4,32267,Красноярск,Коченев
2021-02-02,14033,Курс 4,32267,Новосибирск,Сидорова
2022-04-26,02904,Курс 2,46402,Томск,Конюхов
2022-04-12,14033,Курс 4,32267,Кемерово,Коченев
2021-10-22,63071,Курс 8,25760,Москва,Коченев
2022-04-20,19925,Курс 0,10237,Омск,Рутов
2022-05-15,63071,Курс 8,25760,Красноярск,Рутов
2021-03-08,69834,Курс 9,34841,Москва,Конюхов
2021-11-03,84116,Курс 5,30566,Красноярск,Конюхов
2021-09-10,14033,Курс 4,32267,Омск,Конюхов
2021-02-13,14033,Курс 4,32267,Красноярск,Иванов
2021-06-24,14033,Курс 4,32267,Красноярск,Петров
2022-04-08,04801,Курс 7,22018,Кемерово,Конюхов
2022-03-25,04801,Курс 7,22018,Москва,Коченев
2022-05-29,02904,Курс 2,46402,Омск,Конюхов
2022-06-03,19925,Курс 0,10237,Санкт-Петербург,Петров
2021-04-13,04801,Курс 7,22018,Кемерово,Петров
2021-07-24,54192,Курс 6,43969,Санкт-Петербург,Сидорова
2021-12-23,63071,Курс 8,25760,Москва,Сидорова
2021-10-18,69834,Курс 9,34841,Томск,Иванов
2021-04-26,19925,Курс 0,10237,Омск,Конюхов
2022-04-24,69834,Курс 9,34841,Санкт-Петербург,Петров
2022-03-10,84116,Курс 5,30566,Кемерово,Коченев
2021-07-14,84116,Курс 5,30566,Санкт-Петербург,Рутов
2022-02-06,14033,Курс 4,32267,Санкт-Петербург,Сидорова
2022-03-23,54192,Курс 6,43969,Кемерово,Коченев
2022-05-20,04801,Курс 7,22018,Санкт-Петербург,Конюхов
2021-06-03,69834,Курс 9,34841,Омск,Конюхов
2022-06-10,59629,Курс 1,41440,Новосибирск,Рутов
2021-04-07,54192,Курс 6,43969,Казань,Иванов
2021-06-10,84116,Курс 5,30566,Новосибирск,Коченев
2021-07-14,14033,Курс 4,32267,Казань,Петров
2021-05-19,54192,Курс 6,43969,Кемерово,Сидорова
2021-02-13,04801,Курс 7,22018,Москва,Рутов
2022-06-14,04801,Курс 7,22018,Казань,Иванов
2021-06-20,04801,Курс 7,22018,Красноярск,Петров
2022-05-02,04801,Курс 7,22018,Томск,Рутов
2022-01-09,63071,Курс 8,25760,Москва,Конюхов
2022-06-21,54192,Курс 6,43969,Омск,Конюхов
2022-06-05,19925,Курс 0,10237,Новосибирск,Рутов
2022-06-05,59629,Курс 1,41440,Омск,Иванов
2021-10-14,59629,Курс 1,41440,Москва,Сидорова
2021-06-22,69834,Курс 9,34841,Томск,Сидорова
2021-10-03,69834,Курс 9,34841,Новосибирск,Конюхов
2021-05-10,63071,Курс 8,25760,Казань,Сидорова
2022-04-29,84116,Курс 5,30566,Санкт-Петербург,Иванов
2022-04-20,14033,Курс 4,32267,Томск,Конюхов
2021-01-03,04801,Курс 7,22018,Казань,Сидорова
2021-11-17,69834,Курс 9,34841,Томск,Петров
2021-01-29,02904,Курс 2,46402,Санкт-Петербург,Иванов
2021-03-05,02904,Курс 2,46402,Новосибирск,Петров
2021-05-25,14033,Курс 4,32267,Омск,Иванов
2021-02-05,54192,Курс 6,43969,Санкт-Петербург,Коченев
2021-05-23,63071,Курс 8,25760,Красноярск,Рутов
2021-08-14,59629,Курс 1,41440,Кемерово,Петров
2021-03-23,84116,Курс 5,30566,Омск,Рутов
2021-02-20,19925,Курс 0,10237,Казань,Петров
2021-11-13,04801,Курс 7,22018,Кемерово,Иванов
2021-06-24,63071,Курс 8,25760,Красноярск,Конюхов
2021-07-07,02904,Курс 2,46402,Омск,Рутов
2021-12-22,84116,Курс 5,30566,Москва,Конюхов
2021-09-01,54192,Курс 6,43969,Санкт-Петербург,Петров
2021-06-10,02904,Курс 2,46402,Омск,Сидорова
2021-03-20,04801,Курс 7,22018,Омск,Петров
2021-01-18,19925,Курс 0,10237,Казань,Иванов
2022-02-10,59629,Курс 1,41440,Томск,Петров
2021-02-11,54192,Курс 6,43969,Красноярск,Конюхов
2022-06-11,63071,Курс 8,25760,Кемерово,Рутов
2022-03-18,54192,Курс 6,43969,Красноярск,Рутов
2021-09-24,04801,Курс 7,22018,Новосибирск,Рутов
2021-11-04,69834,Курс 9,34841,Казань,Петров
2022-01-08,14033,Курс 4,32267,Омск,Петров
2022-01-24,02904,Курс 2,46402,Москва,Конюхов
2022-06-07,69834,Курс 9,34841,Красноярск,Рутов
2021-02-09,14033,Курс 4,32267,Красноярск,Иванов
2022-06-07,63071,Курс 8,25760,Томск,Сидорова
2021-04-22,59629,Курс 1,41440,Омск,Рутов
2021-02-02,54192,Курс 6,43969,Томск,Сидорова
2021-04-04,59629,Курс 1,41440,Красноярск,Иванов
2021-12-05,59511,Курс 3,32467,Томск,Конюхов
2022-04-08,59629,Курс 1,41440,Томск,Сидорова
2021-07-08,84116,Курс 5,30566,Санкт-Петербург,Петров
2021-05-20,59511,Курс 3,32467,Москва,Петров
2022-04-07,69834,Курс 9,34841,Санкт-Петербург,Петров
2021-09-09,02904,Курс 2,46402,Томск,Рутов
2022-03-04,14033,Курс 4,32267,Кемерово,Коченев
2021-09-22,19925,Курс 0,10237,Томск,Иванов
2021-06-28,59511,Курс 3,32467,Томск,Петров
2021-03-11,84116,Курс 5,30566,Кемерово,Иванов
2022-03-29,54192,Курс 6,43969,Красноярск,Рутов
2022-04-02,59511,Курс 3,32467,Казань,Коченев
2021-08-29,54192,Курс 6,43969,Казань,Конюхов
2021-01-16,54192,Курс 6,43969,Москва,Конюхов
2021-01-19,02904,Курс 2,46402,Красноярск,Сидорова
2021-06-14,69834,Курс 9,34841,Омск,Петров
2021-08-21,14033,Курс 4,32267,Красноярск,Рутов
2021-08-24,19925,Курс 0,10237,Омск,Петров
2021-05-09,04801,Курс 7,22018,Кемерово,Петров
2022-05-01,02904,Курс 2,46402,Красноярск,Сидорова
2021-09-20,19925,Курс 0,10237,Москва,Коченев
2021-04-29,59629,Курс 1,41440,Новосибирск,Петров
2022-02-22,84116,Курс 5,30566,Кемерово,Рутов
2021-08-31,69834,Курс 9,34841,Москва,Коченев
2022-01-25,04801,Курс 7,22018,Красноярск,Сидорова
2021-12-05,02904,Курс 2,46402,Санкт-Петербург,Рутов
2022-04-18,84116,Курс 5,30566,Санкт-Петербург,Петров
2022-01-03,59629,Курс 1,41440,Казань,Петров
2021-04-02,63071,Курс 8,25760,Омск,Петров
2021-04-17,14033,Курс 4,32267,Москва,Конюхов
2021-03-20,04801,Курс 7,22018,Омск,Петров
2022-04-15,04801,Курс 7,22018,Красноярск,Петров
2022-05-25,63071,Курс 8,25760,Казань,Петров
2022-01-28,59629,Курс 1,41440,Красноярск,Коченев
2021-04-09,14033,Курс 4,32267,Омск,Иванов
2022-02-11,84116,Курс 5,30566,Красноярск,Петров
2022-04-23,63071,Курс 8,25760,Новосибирск,Конюхов
2022-06-12,59629,Курс 1,41440,Москва,Петров
2021-11-07,14033,Курс 4,32267,Москва,Сидорова
2021-03-28,19925,Курс 0,10237,Новосибирск,Иванов
2021-10-19,63071,Курс 8,25760,Томск,Коченев
2022-03-07,02904,Курс 2,46402,Казань,Коченев
2021-12-10,84116,Курс 5,30566,Санкт-Петербург,Иванов
2021-02-19,59511,Курс 3,32467,Москва,Петров
2021-10-11,63071,Курс 8,25760,Красноярск,Коченев
2021-01-20,63071,Курс 8,25760,Казань,Сидорова
2021-10-15,63071,Курс 8,25760,Москва,Иванов
2022-01-09,69834,Курс 9,34841,Томск,Иванов
2021-10-26,04801,Курс 7,22018,Кемерово,Рутов
2022-03-24,04801,Курс 7,22018,Казань,Иванов
2021-06-02,69834,Курс 9,34841,Казань,Коченев
2021-10-07,04801,Курс 7,22018,Омск,Сидорова
2022-05-07,19925,Курс 0,10237,Кемерово,Сидорова
2021-04-19,54192,Курс 6,43969,Санкт-Петербург,Петров
2021-03-20,19925,Курс 0,10237,Новосибирск,Конюхов
2021-08-08,14033,Курс 4,32267,Томск,Сидорова
2021-08-29,59511,Курс 3,32467,Санкт-Петербург,Сидорова
2022-05-01,59511,Курс 3,32467,Казань,Сидорова
2021-05-09,69834,Курс 9,34841,Москва,Сидорова
2021-05-22,19925,Курс 0,10237,Омск,Сидорова
2021-05-21,59629,Курс 1,41440,Казань,Конюхов
2021-04-09,14033,Курс 4,32267,Кемерово,Рутов
2021-04-07,63071,Курс 8,25760,Омск,Коченев
2022-06-10,69834,Курс 9,34841,Москва,Сидорова
2022-05-08,02904,Курс 2,46402,Санкт-Петербург,Петров
2021-10-23,59511,Курс 3,32467,Омск,Конюхов
2022-01-04,54192,Курс 6,43969,Кемерово,Петров
2021-09-04,19925,Курс 0,10237,Томск,Петров
2021-07-03,59629,Курс 1,41440,Новосибирск,Коченев
2022-05-04,84116,Курс 5,30566,Кемерово,Петров
2022-04-14,04801,Курс 7,22018,Томск,Коченев
2021-01-19,04801,Курс 7,22018,Москва,Коченев
2022-02-02,54192,Курс 6,43969,Кемерово,Конюхов
2021-02-18,04801,Курс 7,22018,Москва,Коченев
2021-07-10,59511,Курс 3,32467,Санкт-Петербург,Коченев
2021-05-11,19925,Курс 0,10237,Новосибирск,Коченев
2021-09-18,63071,Курс 8,25760,Кемерово,Сидорова
2021-08-19,63071,Курс 8,25760,Красноярск,Сидорова
2021-04-23,59629,Курс 1,41440,Томск,Сидорова
2022-06-13,59629,Курс 1,41440,Казань,Сидорова
2022-06-09,59629,Курс 1,41440,Санкт-Петербург,Сидорова
2021-02-01,19925,Курс 0,10237,Новосибирск,Петров
2021-07-18,84116,Курс 5,30566,Санкт-Петербург,Конюхов
2022-04-26,14033,Курс 4,32267,Москва,Конюхов
2021-03-19,84116,Курс 5,30566,Казань,Рутов
2022-05-31,19925,Курс 0,10237,Казань,Петров
2022-04-28,59629,Курс 1,41440,Казань,Конюхов
2022-05-17,04801,Курс 7,22018,Москва,Конюхов
2021-10-04,59629,Курс 1,41440,Красноярск,Сидорова
2021-06-22,14033,Курс 4,32267,Кемерово,Петров
2021-07-15,59629,Курс 1,41440,Новосибирск,Иванов
2021-10-27,84116,Курс 5,30566,Красноярск,Петров
2022-06-24,59629,Курс 1,41440,Казань,Сидорова
2022-04-16,14033,Курс 4,32267,Омск,Сидорова
2021-09-30,54192,Курс 6,43969,Казань,Петров
2021-03-30,84116,Курс 5,30566,Казань,Конюхов
2021-12-30,04801,Курс 7,22018,Омск,Рутов
2022-01-16,19925,Курс 0,10237,Красноярск,Петров
2022-06-24,84116,Курс 5,30566,Кемерово,Конюхов
2021-04-10,54192,Курс 6,43969,Кемерово,Сидорова
2021-11-24,19925,Курс 0,10237,Санкт-Петербург,Конюхов
2021-03-28,69834,Курс 9,34841,Красноярск,Петров
2021-07-05,19925,Курс 0,10237,Новосибирск,Конюхов
2021-01-20,04801,Курс 7,22018,Санкт-Петербург,Конюхов
2021-06-10,84116,Курс 5,30566,Томск,Петров
2021-01-11,19925,Курс 0,10237,Санкт-Петербург,Иванов
2022-04-14,63071,Курс 8,25760,Санкт-Петербург,Иванов
2022-01-09,19925,Курс 0,10237,Новосибирск,Коченев
2022-06-16,14033,Курс 4,32267,Красноярск,Иванов
2022-03-12,59629,Курс 1,41440,Омск,Сидорова
2021-05-14,59511,Курс 3,32467,Томск,Коченев
2021-01-19,14033,Курс 4,32267,Омск,Коченев
2021-04-08,02904,Курс 2,46402,Томск,Иванов
2022-02-05,02904,Курс 2,46402,Москва,Петров
2022-01-25,69834,Курс 9,34841,Красноярск,Сидорова
2021-12-21,59629,Курс 1,41440,Томск,Сидорова
2022-01-29,59629,Курс 1,41440,Омск,Коченев
2021-03-06,59511,Курс 3,32467,Казань,Коченев
2021-10-05,54192,Курс 6,43969,Новосибирск,Коченев
2022-04-04,14033,Курс 4,32267,Томск,Коченев
2022-06-15,04801,Курс 7,22018,Новосибирск,Коченев
2021-06-20,59511,Курс 3,32467,Новосибирск,Конюхов
2021-08-09,14033,Курс 4,32267,Казань,Конюхов
2021-08-27,84116,Курс 5,30566,Казань,Рутов
2021-07-05,02904,Курс 2,46402,Новосибирск,Конюхов
2021-04-23,54192,Курс 6,43969,Новосибирск,Сидорова
2021-11-19,84116,Курс 5,30566,Томск,Рутов
2021-09-23,59511,Курс 3,32467,Москва,Сидорова
2021-02-15,02904,Курс 2,46402,Красноярск,Рутов
2021-02-10,69834,Курс 9,34841,Казань,Петров
2021-09-12,02904,Курс 2,46402,Кемерово,Петров
2021-02-01,69834,Курс 9,34841,Красноярск,Иванов
2021-09-18,59511,Курс 3,32467,Томск,Конюхов
2021-09-15,69834,Курс 9,34841,Новосибирск,Рутов
2022-02-17,84116,Курс 5,30566,Казань,Коченев
2021-09-15,02904,Курс 2,46402,Томск,Сидорова
2022-03-29,54192,Курс 6,43969,Омск,Коченев
2022-04-02,69834,Курс 9,34841,Омск,Иванов
2021-06-03,59629,Курс 1,41440,Новосибирск,Конюхов
2021-12-04,54192,Курс 6,43969,Томск,Рутов
2022-03-31,84116,Курс 5,30566,Казань,Конюхов
2021-01-05,02904,Курс 2,46402,Санкт-Петербург,Петров
2021-02-23,02904,Курс 2,46402,Казань,Петров
2021-01-28,59629,Курс 1,41440,Томск,Рутов
2021-10-06,59511,Курс 3,32467,Омск,Коченев
2021-11-18,02904,Курс 2,46402,Омск,Рутов
2021-10-05,69834,Курс 9,34841,Санкт-Петербург,Петров
2022-04-08,59629,Курс 1,41440,Кемерово,Петров
2021-09-24,84116,Курс 5,30566,Кемерово,Петров
2021-08-09,04801,Курс 7,22018,Новосибирск,Рутов
2021-07-14,84116,Курс 5,30566,Москва,Коченев
2022-01-13,69834,Курс 9,34841,Томск,Конюхов
2022-05-13,04801,Курс 7,22018,Казань,Петров
2021-08-12,69834,Курс 9,34841,Казань,Коченев
2021-12-04,19925,Курс 0,10237,Санкт-Петербург,Конюхов
2021-10-08,69834,Курс 9,34841,Томск,Рутов
2022-03-21,19925,Курс 0,10237,Новосибирск,Коченев
2022-01-01,19925,Курс 0,10237,Казань,Конюхов
2021-10-31,04801,Курс 7,22018,Казань,Рутов
2022-05-22,14033,Курс 4,32267,Красноярск,Рутов
2022-06-16,04801,Курс 7,22018,Томск,Коченев
2021-09-15,14033,Курс 4,32267,Омск,Коченев
2021-09-13,54192,Курс 6,43969,Казань,Сидорова
2021-05-07,59629,Курс 1,41440,Казань,Коченев
2021-10-04,54192,Курс 6,43969,Москва,Рутов
2021-05-13,63071,Курс 8,25760,Казань,Сидорова
2021-09-07,59511,Курс 3,32467,Томск,Петров
2021-05-09,59511,Курс 3,32467,Красноярск,Коченев
2021-05-19,19925,Курс 0,10237,Новосибирск,Рутов
2021-11-15,63071,Курс 8,25760,Красноярск,Петров
2021-02-06,04801,Курс 7,22018,Казань,Рутов
2021-06-10,04801,Курс 7,22018,Санкт-Петербург,Иванов
2022-01-11,02904,Курс 2,46402,Новосибирск,Иванов
2021-10-31,59629,Курс 1,41440,Кемерово,Конюхов
2022-04-16,59629,Курс 1,41440,Казань,Сидорова
2022-02-19,69834,Курс 9,34841,Кемерово,Рутов
2021-05-22,59629,Курс 1,41440,Кемерово,Коченев
2022-05-30,59629,Курс 1,41440,Казань,Конюхов
2021-11-15,59629,Курс 1,41440,Москва,Сидорова
2021-04-28,54192,Курс 6,43969,Новосибирск,Конюхов
2021-01-24,59511,Курс 3,32467,Омск,Коченев
2022-01-20,84116,Курс 5,30566,Томск,Коченев
2021-10-22,04801,Курс 7,22018,Омск,Петров
2022-02-02,14033,Курс 4,32267,Красноярск,Петров
2021-10-28,59511,Курс 3,32467,Казань,Иванов
2021-06-02,59629,Курс 1,41440,Омск,Коченев
2022-01-03,19925,Курс 0,10237,Казань,Петров
2021-07-01,84116,Курс 5,30566,Казань,Коченев
2022-06-18,54192,Курс 6,43969,Красноярск,Коченев
2021-07-10,63071,Курс 8,25760,Кемерово,Конюхов
2022-02-02,14033,Курс 4,32267,Кемерово,Конюхов
2021-04-28,54192,Курс 6,43969,Красноярск,Конюхов
2021-10-17,02904,Курс 2,46402,Красноярск,Рутов
2021-02-27,04801,Курс 7,22018,Казань,Коченев
2022-03-28,84116,Курс 5,30566,Казань,Конюхов
2022-02-19,19925,Курс 0,10237,Казань,Иванов
2021-04-27,59511,Курс 3,32467,Казань,Рутов
2022-05-07,84116,Курс 5,30566,Кемерово,Сидорова
2021-05-27,02904,Курс 2,46402,Красноярск,Сидорова
2021-03-31,59511,Курс 3,32467,Кемерово,Иванов
2022-04-15,04801,Курс 7,22018,Казань,Сидорова
2022-05-21,59511,Курс 3,32467,Томск,Коченев
2021-05-10,14033,Курс 4,32267,Томск,Конюхов
2022-02-06,19925,Курс 0,10237,Санкт-Петербург,Коченев
2021-11-30,59511,Курс 3,32467,Красноярск,Рутов
2021-03-01,14033,Курс 4,32267,Кемерово,Иванов
2021-04-04,04801,Курс 7,22018,Казань,Конюхов
2021-11-03,14033,Курс 4,32267,Красноярск,Конюхов
2022-04-09,04801,Курс 7,22018,Новосибирск,Сидорова
2021-07-05,19925,Курс 0,10237,Томск,Конюхов
2022-03-02,84116,Курс 5,30566,Кемерово,Петров
2022-03-03,54192,Курс 6,43969,Москва,Конюхов
2021-08-15,84116,Курс 5,30566,Казань,Петров
2021-09-28,84116,Курс 5,30566,Омск,Петров
2022-02-20,84116,Курс 5,30566,Красноярск,Рутов
2021-04-21,59511,Курс 3,32467,Томск,Конюхов
2022-04-09,59511,Курс 3,32467,Омск,Сидорова
2021-06-03,59629,Курс 1,41440,Санкт-Петербург,Иванов
2021-03-15,69834,Курс 9,34841,Санкт-Петербург,Сидорова
2022-05-20,59629,Курс 1,41440,Красноярск,Иванов
2022-02-24,59511,Курс 3,32467,Санкт-Петербург,Коченев
2021-09-08,69834,Курс 9,34841,Казань,Рутов
2022-03-03,59511,Курс 3,32467,Москва,Петров
2021-12-24,04801,Курс 7,22018,Москва,Конюхов
2021-04-07,59629,Курс 1,41440,Красноярск,Сидорова
2021-05-23,59629,Курс 1,41440,Москва,Петров
2021-06-08,69834,Курс 9,34841,Омск,Рутов
2021-04-19,59629,Курс 1,41440,Новосибирск,Конюхов
2021-10-15,59629,Курс 1,41440,Новосибирск,Конюхов
2021-09-04,02904,Курс 2,46402,Казань,Конюхов
2022-02-06,59511,Курс 3,32467,Томск,Иванов
2021-03-10,59629,Курс 1,41440,Красноярск,Петров
2021-08-27,63071,Курс 8,25760,Казань,Петров
2021-07-17,04801,Курс 7,22018,Красноярск,Иванов
2021-07-05,59629,Курс 1,41440,Санкт-Петербург,Сидорова
2021-03-02,14033,Курс 4,32267,Казань,Сидорова
2021-02-07,59629,Курс 1,41440,Томск,Петров
2021-08-09,84116,Курс 5,30566,Томск,Сидорова
2022-01-11,63071,Курс 8,25760,Санкт-Петербург,Сидорова
2022-05-12,04801,Курс 7,22018,Томск,Коченев
2021-04-09,69834,Курс 9,34841,Санкт-Петербург,Рутов
2021-09-11,63071,Курс 8,25760,Томск,Конюхов
2021-01-10,63071,Курс 8,25760,Казань,Петров
2021-02-07,84116,Курс 5,30566,Омск,Конюхов
2021-01-07,02904,Курс 2,46402,Санкт-Петербург,Иванов
2021-09-21,84116,Курс 5,30566,Москва,Петров
2022-02-10,84116,Курс 5,30566,Москва,Иванов
2021-04-23,04801,Курс 7,22018,Томск,Рутов
2022-05-02,59629,Курс 1,41440,Казань,Иванов
2021-01-08,59629,Курс 1,41440,Томск,Иванов
2021-02-19,54192,Курс 6,43969,Красноярск,Сидорова
2022-02-21,69834,Курс 9,34841,Казань,Рутов
2021-10-11,84116,Курс 5,30566,Омск,Конюхов
2021-10-17,02904,Курс 2,46402,Кемерово,Рутов
2021-03-05,54192,Курс 6,43969,Красноярск,Рутов
2022-02-22,54192,Курс 6,43969,Новосибирск,Коченев
2021-03-07,59629,Курс 1,41440,Москва,Рутов
2022-05-18,19925,Курс 0,10237,Санкт-Петербург,Иванов
2021-07-28,14033,Курс 4,32267,Москва,Конюхов
2021-12-21,02904,Курс 2,46402,Кемерово,Петров
2022-05-27,84116,Курс 5,30566,Москва,Сидорова
2022-04-05,63071,Курс 8,25760,Красноярск,Коченев
2022-01-25,63071,Курс 8,25760,Казань,Коченев
2022-01-29,63071,Курс 8,25760,Санкт-Петербург,Конюхов
2022-05-04,02904,Курс 2,46402,Казань,Иванов
2021-01-03,04801,Курс 7,22018,Омск,Петров
2022-04-17,02904,Курс 2,46402,Кемерово,Петров
2021-06-28,19925,Курс 0,10237,Новосибирск,Рутов
2021-12-25,14033,Курс 4,32267,Томск,Конюхов
2021-04-16,14033,Курс 4,32267,Москва,Коченев
2021-10-01,69834,Курс 9,34841,Казань,Конюхов
2021-06-08,14033,Курс 4,32267,Омск,Сидорова
2021-10-17,19925,Курс 0,10237,Красноярск,Коченев
2021-10-21,59511,Курс 3,32467,Омск,Рутов
2022-02-14,84116,Курс 5,30566,Томск,Иванов
2022-01-23,14033,Курс 4,32267,Москва,Петров
2021-09-21,59511,Курс 3,32467,Омск,Сидорова
2022-06-24,02904,Курс 2,46402,Красноярск,Рутов
2021-01-06,84116,Курс 5,30566,Красноярск,Петров
2022-04-28,04801,Курс 7,22018,Новосибирск,Коченев
2022-03-18,02904,Курс 2,46402,Казань,Коченев
2021-12-04,69834,Курс 9,34841,Красноярск,Коченев
2021-06-24,69834,Курс 9,34841,Санкт-Петербург,Петров
2022-04-12,19925,Курс 0,10237,Казань,Сидорова
2021-12-04,14033,Курс 4,32267,Омск,Коченев
2021-07-24,84116,Курс 5,30566,Новосибирск,Рутов
2021-11-24,14033,Курс 4,32267,Новосибирск,Рутов
2021-04-06,04801,Курс 7,22018,Новосибирск,Коченев
2021-01-26,54192,Курс 6,43969,Кемерово,Коченев
2022-05-13,04801,Курс 7,22018,Санкт-Петербург,Сидорова
2021-01-02,02904,Курс 2,46402,Томск,Иванов
2021-09-17,54192,Курс 6,43969,Санкт-Петербург,Коченев
2021-05-27,69834,Курс 9,34841,Санкт-Петербург,Рутов
2022-03-03,19925,Курс 0,10237,Омск,Рутов
2022-04-01,84116,Курс 5,30566,Кемерово,Иванов
2021-09-14,54192,Курс 6,43969,Омск,Конюхов
2021-10-21,59629,Курс 1,41440,Томск,Коченев
2021-09-17,04801,Курс 7,22018,Томск,Петров
2022-01-20,14033,Курс 4,32267,Омск,Иванов
2021-06-18,69834,Курс 9,34841,Новосибирск,Петров
2021-05-24,14033,Курс 4,32267,Новосибирск,Коченев
2021-02-26,19925,Курс 0,10237,Омск,Петров
2021-09-27,14033,Курс 4,32267,Томск,Конюхов
2022-02-12,54192,Курс 6,43969,Красноярск,Конюхов
2021-06-29,59629,Курс 1,41440,Красноярск,Конюхов
2021-02-04,02904,Курс 2,46402,Новосибирск,Рутов
2022-06-15,69834,Курс 9,34841,Казань,Иванов
2022-01-15,19925,Курс 0,10237,Санкт-Петербург,Коченев
2021-06-10,69834,Курс 9,34841,Кемерово,Коченев
2021-04-04,54192,Курс 6,43969,Новосибирск,Петров
2021-05-20,04801,Курс 7,22018,Красноярск,Сидорова
2022-05-30,02904,Курс 2,46402,Казань,Сидорова
2021-07-29,84116,Курс 5,30566,Кемерово,Конюхов
2021-08-13,04801,Курс 7,22018,Красноярск,Иванов
2021-08-09,59511,Курс 3,32467,Красноярск,Конюхов
2022-01-13,14033,Курс 4,32267,Красноярск,Коченев
2021-09-13,02904,Курс 2,46402,Новосибирск,Иванов
2021-02-05,69834,Курс 9,34841,Новосибирск,Сидорова
2021-11-10,14033,Курс 4,32267,Казань,Рутов
2021-08-11,02904,Курс 2,46402,Новосибирск,Петров
2021-02-02,59629,Курс 1,41440,Москва,Конюхов
2021-08-18,84116,Курс 5,30566,Кемерово,Конюхов
2021-03-30,02904,Курс 2,46402,Кемерово,Иванов
2021-04-29,59629,Курс 1,41440,Томск,Иванов
2021-10-18,84116,Курс 5,30566,Кемерово,Конюхов
2022-02-26,54192,Курс 6,43969,Кемерово,Коченев
2021-03-24,84116,Курс 5,30566,Томск,Рутов
2021-08-29,54192,Курс 6,43969,Томск,Конюхов
2021-12-14,14033,Курс 4,32267,Санкт-Петербург,Петров
2021-02-28,02904,Курс 2,46402,Новосибирск,Коченев
2021-02-25,63071,Курс 8,25760,Томск,Сидорова
2021-10-30,63071,Курс 8,25760,Красноярск,Конюхов
2021-03-01,19925,Курс 0,10237,Кемерово,Петров
2021-03-13,63071,Курс 8,25760,Омск,Рутов
2021-07-02,02904,Курс 2,46402,Красноярск,Коченев
2021-10-20,19925,Курс 0,10237,Кемерово,Иванов
2021-03-16,69834,Курс 9,34841,Москва,Коченев
2021-01-17,02904,Курс 2,46402,Омск,Конюхов
2021-11-28,54192,Курс 6,43969,Санкт-Петербург,Конюхов
2021-10-17,59511,Курс 3,32467,Красноярск,Рутов
2022-05-25,54192,Курс 6,43969,Новосибирск,Коченев
2021-11-20,63071,Курс 8,25760,Омск,Сидорова
2021-07-22,14033,Курс 4,32267,Казань,Коченев
2021-04-26,63071,Курс 8,25760,Красноярск,Иванов
2021-04-09,69834,Курс 9,34841,Красноярск,Конюхов
2021-10-02,54192,Курс 6,43969,Санкт-Петербург,Петров
2022-04-28,19925,Курс 0,10237,Красноярск,Коченев
2021-04-23,84116,Курс 5,30566,Казань,Коченев
2021-05-10,54192,Курс 6,43969,Томск,Петров
2022-05-20,69834,Курс 9,34841,Санкт-Петербург,Петров
2021-10-11,02904,Курс 2,46402,Новосибирск,Конюхов
2021-03-15,19925,Курс 0,10237,Омск,Коченев
2021-05-14,59629,Курс 1,41440,Санкт-Петербург,Рутов
2021-03-28,69834,Курс 9,34841,Томск,Рутов
2022-02-16,14033,Курс 4,32267,Санкт-Петербург,Коченев
2022-05-08,04801,Курс 7,22018,Москва,Иванов
2021-04-22,14033,Курс 4,32267,Казань,Рутов
2022-03-06,14033,Курс 4,32267,Москва,Петров
2022-03-30,84116,Курс 5,30566,Омск,Петров
2022-04-08,04801,Курс 7,22018,Омск,Коченев
2022-05-28,59629,Курс 1,41440,Новосибирск,Иванов
2021-11-27,19925,Курс 0,10237,Томск,Сидорова
2021-05-14,59629,Курс 1,41440,Новосибирск,Конюхов
